id,name,city
https://www.bringfido.com/restaurant/61067,Starbucks,"Tarentum, PA"
https://www.bringfido.com/restaurant/35104,Generoasta Coffee,"Warrendale, PA"
https://www.bringfido.com/restaurant/60751,Chipotle Mexican Grill,"Monroeville, PA"
https://www.bringfido.com/restaurant/61108,Panera Bread,"West Homestead, PA"
https://www.bringfido.com/restaurant/30160,Mamma Lucia,"Wexford, PA"
https://www.bringfido.com/restaurant/61011,Panera Bread,"Pleasant Hills, PA"
https://www.bringfido.com/restaurant/69059,Uno Pizzeria and Grill,"Homestead, PA"
https://www.bringfido.com/restaurant/60525,Dairy Queen,"Coraopolis, PA"
https://www.bringfido.com/restaurant/61113,Rita's Italian Ice,"Wexford, PA"
https://www.bringfido.com/restaurant/60613,Dairy Queen,"Finleyville, PA"
https://www.bringfido.com/restaurant/60471,Dairy Queen,"Belle Vernon, PA"
https://www.bringfido.com/restaurant/60601,Panera Bread,"Export, PA"
https://www.bringfido.com/restaurant/61111,Chipotle Mexican Grill,"Wexford, PA"
https://www.bringfido.com/restaurant/60501,Firehouse Subs,"Canonsburg, PA"
https://www.bringfido.com/restaurant/60678,Dairy Queen,"Jeannette, PA"
https://www.bringfido.com/restaurant/61093,Sweet Frog Frozen Yogurt,"Washington, PA"
https://www.bringfido.com/restaurant/61114,Sonic Drive-In,"Wexford, PA"
https://www.bringfido.com/restaurant/60502,Jersey Mike's Subs,"Canonsburg, PA"
https://www.bringfido.com/restaurant/60476,Dairy Queen,"Bethel Park, PA"
