id,name,city,address
https://www.bringfido.com/resource/30875,A Step Up Veterinary Clinic,"Bethel Park, PA","1060 Clifton Rd., Bethel Park, PA, US, 15102"
https://www.bringfido.com/resource/22330,Misty Pines Pet Company,"Franklin Park, PA","2523 Wexford Bayne Road, Franklin Park, PA, US, 15143"
https://www.bringfido.com/resource/16379,Rover.com Mount Lebanon Dog Sitters,"Mount Lebanon, PA",NA
https://www.bringfido.com/resource/27343,DogVacay Penn Hills,"Penn Hills, PA",NA
https://www.bringfido.com/resource/30401,Gibsonia Petco,"Gibsonia, PA","324 Northtowne Square Drive, Gibsonia, PA, US, 15044"
https://www.bringfido.com/resource/29169,DogVacay West Mifflin,"West Mifflin, PA",NA
https://www.bringfido.com/resource/23913,DogVacay Coraopolis,"Coraopolis, PA",NA
https://www.bringfido.com/resource/11862,Rover.com Irwin Dog Sitters,"Irwin, PA",NA
https://www.bringfido.com/resource/11507,Rover.com New Kensington Dog Sitters,"New Kensington, PA",NA
https://www.bringfido.com/resource/26745,DogVacay Murrysville,"Murrysville, PA",NA
https://www.bringfido.com/resource/16392,Rover.com Murrysville Dog Sitters,"Murrysville, PA",NA
https://www.bringfido.com/resource/15519,Rover.com Baldwin Dog Sitters,"Baldwin, PA",NA
https://www.bringfido.com/resource/23076,DogVacay Bethel Park,"Bethel Park, PA",NA
https://www.bringfido.com/resource/21710,Rover.com Gibsonia Dog Sitters,"Gibsonia, PA",NA
https://www.bringfido.com/resource/11829,Rover.com McKeesport Dog Sitters,"McKeesport, PA",NA
https://www.bringfido.com/resource/27456,DogVacay Plum,"Plum, PA",NA
https://www.bringfido.com/resource/17010,Rover.com West Mifflin Dog Sitters,"West Mifflin, PA",NA
https://www.bringfido.com/resource/26863,DogVacay New Stanton,"New Stanton, PA",NA
https://www.bringfido.com/resource/16939,Rover.com Upper Saint Clair Dog Sitters,"Upper Saint Clair, PA",NA
https://www.bringfido.com/resource/30017,Splash 'N Dash K9 Sports,"Plum, PA","1900 Sheena Drive, Plum, PA, US 15239"
https://www.bringfido.com/resource/21730,Rover.com Wexford Dog Sitters,"Wexford, PA",NA
https://www.bringfido.com/resource/28850,DogVacay Upper Saint Clair,"Upper Saint Clair, PA",NA
https://www.bringfido.com/resource/22650,DogVacay Allison Park,"Allison Park, PA",NA
https://www.bringfido.com/resource/26692,DogVacay Mount Lebanon,"Mount Lebanon, PA",NA
https://www.bringfido.com/resource/29931,Spay Neuter Clinic,"Penn Hills, PA","11675 Frankstown Rd, Penn Hills, PA, US, 15235"
https://www.bringfido.com/resource/15458,Rover.com Allison Park Dog Sitters,"Allison Park, PA",NA
https://www.bringfido.com/resource/17045,Rover.com Whitehall Township Dog Sitters,"Whitehall, PA",NA
https://www.bringfido.com/resource/29232,DogVacay Wexford,"Wexford, PA",NA
https://www.bringfido.com/resource/29927,Spay Neuter Clinic,"Wexford, PA","10441 Perry Highway, Wexford, PA, US, 15090"
https://www.bringfido.com/resource/32919,The Dog Stop,"Wexford, PA","9795 US-19, Wexford, PA, US, 15090"
https://www.bringfido.com/resource/23719,DogVacay Clairton,"Clairton, PA",NA
https://www.bringfido.com/resource/15572,Rover.com Bethel Park Dog Sitters,"Bethel Park, PA",NA
https://www.bringfido.com/resource/21705,Rover.com Carnegie Dog Sitters,"Carnegie, PA",NA
https://www.bringfido.com/resource/17050,Rover.com Wilkinsburg Dog Sitters,"Wilkinsburg, PA",NA
https://www.bringfido.com/resource/27680,DogVacay Regent Square,"Regent Square, PA",NA
https://www.bringfido.com/resource/24587,DogVacay Finleyville,"Finleyville, PA",NA
https://www.bringfido.com/resource/27010,DogVacay North Versailles,"North Versailles, PA",NA
https://www.bringfido.com/resource/21702,Rover.com Bentleyville Dog Sitters,"Bentleyville, PA",NA
https://www.bringfido.com/resource/28636,DogVacay Tarentum,"Tarentum, PA",NA
https://www.bringfido.com/resource/27072,DogVacay Oakdale,"Oakdale, PA",NA
https://www.bringfido.com/resource/25339,DogVacay Homestead,"Homestead, PA",NA
https://www.bringfido.com/resource/21727,Rover.com Sewickley Dog Sitters,"Sewickley, PA",NA
https://www.bringfido.com/resource/24826,DogVacay Gibsonia,"Gibsonia, PA",NA
https://www.bringfido.com/resource/23461,DogVacay Canonsburg,"Canonsburg, PA",NA
https://www.bringfido.com/resource/23042,DogVacay Bentleyville,"Bentleyville, PA",NA
https://www.bringfido.com/resource/23617,DogVacay Charleroi,"Charleroi, PA",NA
https://www.bringfido.com/resource/28195,DogVacay Sewickley,"Sewickley, PA",NA
https://www.bringfido.com/resource/26126,DogVacay Lower Burrell,"Lower Burrell, PA",NA
https://www.bringfido.com/resource/21704,Rover.com Canonsburg Dog Sitters,"Canonsburg, PA",NA
https://www.bringfido.com/resource/28644,DogVacay Taylor,"Taylor, PA",NA
https://www.bringfido.com/resource/26977,DogVacay North Huntingdon,"North Huntingdon, PA",NA
https://www.bringfido.com/resource/23273,DogVacay Bridgeville,"Bridgeville, PA",NA
https://www.bringfido.com/resource/22995,DogVacay Belle Vernon,"Belle Vernon, PA",NA
https://www.bringfido.com/resource/28894,DogVacay Venetia,"Venetia, PA",NA
https://www.bringfido.com/resource/29174,DogVacay West Newton,"West Newton, PA",NA
https://www.bringfido.com/resource/26366,DogVacay McMurray,"McMurray, PA",NA
https://www.bringfido.com/resource/33144,"Three Dog Bakery, Sewickley","Sewickley, PA","555 Beaver St, Sewickley, PA 15143"
https://www.bringfido.com/resource/34064,Burton's Total Pet,"Irwin, PA","8957 Route 30, Irwin, PA 15642"
https://www.bringfido.com/resource/34016,Healthy Pet Products,"McMurray, PA","3043 Washington Rd, McMurray, PA 15317"
